UNIPROT,Category of binding
Q16222,Non-binder
P51668,Non-binder
P62837,Non-binder
P61077,Non-binder
Q96LR5,Non-binder
Q969T4,Non-binder
P62253,Non-binder
O14933,Non-binder
Q7Z7E8,Non-binder
P49427,Non-binder
Q712K3,Non-binder
Q13404,Non-binder
Q15819,Non-binder
Q8TBC4,Non-binder
A0AVT1,Non-binder
Q8WVY7,Non-binder
P63146,Non-binder
O00762,Non-binder
P62256,Non-binder
Q9NPD8,Non-binder
Q05086,Non-binder
Q15386,Non-binder
O14562,Non-binder
Q96S82,Non-binder
P51784,Non-binder
Q92995,Non-binder
Q9UHP3,Non-binder
Q96RU2,Non-binder
P45974,Non-binder
P40818,Non-binder
Q8N806,Non-binder
Q9BZV1,Non-binder
Q9HA47,Non-binder
Q8IX04,Non-binder
Q9Y3C8,Non-binder
O60701,Non-binder
Q9NYU2,Non-binder
Q16851,Non-binder
P52758,Non-binder
Q96BW1,Non-binder
P21281,Non-binder
P36543,Non-binder
O75348,Non-binder
P52735,Non-binder
P40337,Non-binder
Q9UN37,Non-binder
Q9BUR4,Non-binder
Q9GZL7,Non-binder
P57081,Non-binder
Q5JSH3,Non-binder
B1ANS9,Non-binder
Q6P4I2,Non-binder
Q92889,Non-binder
Q9NQW7,Non-binder
O75191,Non-binder
Q86U90,Non-binder
Q6FIF0,Non-binder
Q9ULJ6,Non-binder
O75312,Non-binder
